Title,Type,Finishing,Location,City,Area,Beds,Baths,Price,Price_per_sqm,URL
Property 846,Townhouse,Semi Finished,Sheikh Zayed,North Coast,414 sqm,1,4,"3,499,350 EGP",11994.583059767154,https://example.com/property/846
Property 847,Apartment,Semi Finished,Sheikh Zayed,North Coast,236 sqm,2,3,"8,017,947 EGP",34136.16848880984,https://example.com/property/847
Property 848,Apartment,Unknown,Cairo,Cairo,141 sqm,1,2,"6,965,326 EGP",42271.12570025256,https://example.com/property/848
Property 849,Apartment,Fully Finished,Sheikh Zayed,Suez,69 sqm,4,3,"3,345,785 EGP",16276.690881489087,https://example.com/property/849
Property 850,Villa,Unknown,Cairo,Cairo,310 sqm,3,4,"4,848,566 EGP",10600.901679222652,https://example.com/property/850
Property 851,Apartment,Unknown,Sheikh Zayed,North Coast,253 sqm,2,2,"1,407,811 EGP",22508.53180565832,https://example.com/property/851
Property 852,Villa,Semi Finished,Maadi,Suez,476 sqm,4,1,"9,032,391 EGP",33525.748269183925,https://example.com/property/852
Property 853,Apartment,Unknown,Sheikh Zayed,Giza,77 sqm,4,2,"9,386,535 EGP",15531.326936189907,https://example.com/property/853
Property 854,Apartment,Semi Finished,Giza,Suez,358 sqm,4,3,"9,808,133 EGP",27044.89483889942,https://example.com/property/854
Property 855,Villa,Fully Finished,Sheikh Zayed,North Coast,61 sqm,2,3,"8,751,251 EGP",32092.859894971116,https://example.com/property/855
Property 856,Villa,Semi Finished,New Cairo,Suez,127 sqm,2,3,"2,152,628 EGP",33955.323790292685,https://example.com/property/856
Property 857,Apartment,Unknown,Sheikh Zayed,Cairo,254 sqm,5,3,"938,866 EGP",20976.468840015004,https://example.com/property/857
Property 858,Villa,Unknown,Giza,Giza,254 sqm,5,1,"6,006,168 EGP",26001.185439451656,https://example.com/property/858
Property 859,Apartment,Semi Finished,Giza,Giza,358 sqm,1,2,"9,169,747 EGP",41133.56916270235,https://example.com/property/859
Property 860,Villa,Semi Finished,Cairo,Giza,459 sqm,2,1,"2,184,837 EGP",47648.58776482742,https://example.com/property/860
Property 861,Townhouse,Unknown,Maadi,North Coast,337 sqm,2,1,"566,907 EGP",44475.21324473029,https://example.com/property/861
Property 862,Townhouse,Fully Finished,Sheikh Zayed,North Coast,479 sqm,2,1,"8,152,212 EGP",32571.340069337275,https://example.com/property/862
Property 863,Townhouse,Fully Finished,Cairo,Giza,446 sqm,5,3,"1,229,559 EGP",26411.712117757863,https://example.com/property/863
Property 864,Townhouse,Semi Finished,Maadi,Suez,313 sqm,4,3,"4,430,207 EGP",23318.26457485673,https://example.com/property/864
Property 865,Townhouse,Fully Finished,Sheikh Zayed,Giza,425 sqm,3,3,"6,949,429 EGP",14998.262643360722,https://example.com/property/865
Property 866,Apartment,Unknown,New Cairo,Suez,339 sqm,5,2,"2,749,577 EGP",14262.04988864452,https://example.com/property/866
Property 867,Townhouse,Semi Finished,Sheikh Zayed,Suez,85 sqm,2,4,"1,297,644 EGP",37534.30499654631,https://example.com/property/867
Property 868,Townhouse,Unknown,Giza,North Coast,383 sqm,5,3,"7,815,201 EGP",20391.776646846418,https://example.com/property/868
Property 869,Townhouse,Unknown,Giza,Suez,92 sqm,1,2,"6,486,663 EGP",20186.46745729787,https://example.com/property/869
Property 870,Townhouse,Fully Finished,New Cairo,Giza,317 sqm,2,3,"9,890,659 EGP",49927.80217911143,https://example.com/property/870
Property 871,Villa,Semi Finished,Cairo,North Coast,366 sqm,1,3,"3,770,926 EGP",17517.038314951817,https://example.com/property/871
Property 872,Apartment,Semi Finished,Maadi,Cairo,79 sqm,2,1,"1,086,742 EGP",15922.390379553186,https://example.com/property/872
Property 873,Townhouse,Fully Finished,Sheikh Zayed,Cairo,153 sqm,5,1,"7,476,325 EGP",13947.409110396824,https://example.com/property/873
Property 874,Townhouse,Unknown,Giza,North Coast,462 sqm,4,1,"5,456,467 EGP",33192.21380667185,https://example.com/property/874
Property 875,Townhouse,Unknown,Cairo,Giza,327 sqm,3,2,"2,525,437 EGP",35114.55304008406,https://example.com/property/875
Property 876,Apartment,Unknown,New Cairo,Cairo,160 sqm,1,4,"7,926,425 EGP",24609.11705027528,https://example.com/property/876
Property 877,Villa,Unknown,Giza,Cairo,360 sqm,5,4,"2,435,677 EGP",31416.53342045871,https://example.com/property/877
Property 878,Apartment,Semi Finished,New Cairo,Suez,318 sqm,4,2,"2,976,285 EGP",41535.9812377965,https://example.com/property/878
Property 879,Villa,Semi Finished,Sheikh Zayed,Suez,275 sqm,5,3,"1,379,021 EGP",42724.16673286993,https://example.com/property/879
Property 880,Townhouse,Fully Finished,Maadi,Giza,489 sqm,1,2,"4,294,606 EGP",48316.48302862593,https://example.com/property/880
Property 881,Townhouse,Fully Finished,Giza,North Coast,357 sqm,3,3,"4,479,827 EGP",42970.71943691498,https://example.com/property/881
Property 882,Apartment,Semi Finished,Giza,Giza,218 sqm,5,2,"5,388,337 EGP",32593.657468697063,https://example.com/property/882
Property 883,Apartment,Semi Finished,Sheikh Zayed,North Coast,410 sqm,2,2,"7,235,160 EGP",17186.27863347384,https://example.com/property/883
Property 884,Villa,Unknown,Cairo,Cairo,448 sqm,4,2,"9,107,958 EGP",13990.542308113696,https://example.com/property/884
Property 885,Villa,Unknown,Maadi,Suez,106 sqm,5,4,"1,808,473 EGP",12180.475596434368,https://example.com/property/885
Property 886,Apartment,Fully Finished,Giza,Giza,140 sqm,4,1,"1,016,306 EGP",36661.03327141535,https://example.com/property/886
Property 887,Villa,Semi Finished,Maadi,Giza,147 sqm,2,2,"676,046 EGP",42301.45021591973,https://example.com/property/887
Property 888,Apartment,Fully Finished,Giza,North Coast,361 sqm,3,4,"1,864,403 EGP",30347.35802736316,https://example.com/property/888
Property 889,Villa,Semi Finished,Maadi,North Coast,321 sqm,3,1,"6,750,520 EGP",12188.566993345597,https://example.com/property/889
Property 890,Apartment,Unknown,New Cairo,Giza,328 sqm,2,1,"7,411,032 EGP",31418.82298365353,https://example.com/property/890
Property 891,Apartment,Fully Finished,Giza,North Coast,473 sqm,4,2,"7,971,804 EGP",47429.97046098202,https://example.com/property/891
Property 892,Apartment,Fully Finished,Maadi,Giza,399 sqm,5,3,"2,815,228 EGP",33904.52763729842,https://example.com/property/892
Property 893,Villa,Semi Finished,Cairo,Giza,107 sqm,2,3,"3,406,000 EGP",42377.09953851259,https://example.com/property/893
Property 894,Villa,Unknown,New Cairo,Giza,206 sqm,1,3,"5,089,779 EGP",42006.10593567003,https://example.com/property/894
Property 895,Villa,Fully Finished,New Cairo,Cairo,245 sqm,4,2,"1,100,239 EGP",47285.163991226116,https://example.com/property/895
Property 896,Apartment,Unknown,Cairo,North Coast,228 sqm,3,3,"6,305,844 EGP",40809.15062599493,https://example.com/property/896
Property 897,Villa,Fully Finished,Maadi,Suez,351 sqm,2,4,"9,845,482 EGP",39908.02056052358,https://example.com/property/897
Property 898,Villa,Unknown,Sheikh Zayed,Suez,451 sqm,3,4,"3,927,659 EGP",19364.106598825623,https://example.com/property/898
Property 899,Apartment,Semi Finished,Cairo,North Coast,187 sqm,4,4,"7,652,051 EGP",12397.006212843258,https://example.com/property/899
Property 900,Townhouse,Fully Finished,Maadi,Giza,298 sqm,3,4,"5,250,322 EGP",30703.97860215231,https://example.com/property/900
Property 901,Apartment,Fully Finished,Cairo,Suez,405 sqm,2,1,"1,714,212 EGP",14977.368317870209,https://example.com/property/901
Property 902,Villa,Unknown,Cairo,Suez,237 sqm,4,4,"6,031,255 EGP",48487.835051119655,https://example.com/property/902
Property 903,Apartment,Unknown,Giza,North Coast,125 sqm,1,3,"3,348,805 EGP",21596.99050532114,https://example.com/property/903
Property 904,Townhouse,Fully Finished,Maadi,Suez,263 sqm,2,2,"826,830 EGP",44117.76813537173,https://example.com/property/904
Property 905,Apartment,Semi Finished,Sheikh Zayed,Giza,74 sqm,5,3,"6,531,832 EGP",25504.985008098374,https://example.com/property/905
Property 906,Villa,Unknown,Giza,North Coast,474 sqm,2,4,"8,659,857 EGP",22927.769994295097,https://example.com/property/906
Property 907,Townhouse,Unknown,Cairo,Giza,83 sqm,4,1,"3,775,312 EGP",47406.342895064845,https://example.com/property/907
Property 908,Villa,Unknown,Cairo,Suez,247 sqm,2,4,"4,207,807 EGP",24532.902883448958,https://example.com/property/908
Property 909,Townhouse,Fully Finished,Cairo,Suez,288 sqm,1,2,"8,964,705 EGP",25611.51634652546,https://example.com/property/909
Property 910,Townhouse,Fully Finished,Maadi,Giza,493 sqm,1,3,"8,229,283 EGP",14243.671184516366,https://example.com/property/910
Property 911,Apartment,Fully Finished,Maadi,Cairo,124 sqm,5,2,"7,292,051 EGP",36817.86661130037,https://example.com/property/911
Property 912,Apartment,Fully Finished,Giza,Suez,101 sqm,3,2,"2,863,572 EGP",21553.57657910054,https://example.com/property/912
Property 913,Villa,Semi Finished,Sheikh Zayed,Cairo,53 sqm,4,2,"9,147,058 EGP",33424.166713580285,https://example.com/property/913
Property 914,Apartment,Semi Finished,Giza,Suez,120 sqm,4,3,"1,966,949 EGP",33654.06816212838,https://example.com/property/914
Property 915,Apartment,Fully Finished,New Cairo,Cairo,143 sqm,3,4,"6,454,319 EGP",38767.987823830685,https://example.com/property/915
Property 916,Townhouse,Semi Finished,Cairo,Cairo,333 sqm,1,2,"773,611 EGP",39809.659446897655,https://example.com/property/916
Property 917,Apartment,Unknown,Cairo,Cairo,148 sqm,1,3,"6,615,338 EGP",30578.097376061578,https://example.com/property/917
Property 918,Townhouse,Unknown,Cairo,Giza,59 sqm,2,1,"3,132,871 EGP",23239.677904136122,https://example.com/property/918
Property 919,Townhouse,Unknown,Giza,Cairo,421 sqm,5,3,"4,771,931 EGP",43498.035793389354,https://example.com/property/919
Property 920,Townhouse,Fully Finished,Giza,Cairo,214 sqm,5,1,"3,780,013 EGP",22394.62597633939,https://example.com/property/920
Property 921,Villa,Unknown,Cairo,Cairo,209 sqm,5,3,"2,141,189 EGP",30300.36377877326,https://example.com/property/921
Property 922,Villa,Semi Finished,Giza,Suez,186 sqm,2,4,"6,408,817 EGP",26050.10332814912,https://example.com/property/922
Property 923,Villa,Fully Finished,Maadi,Cairo,488 sqm,5,2,"8,878,767 EGP",44203.135438787525,https://example.com/property/923
Property 924,Townhouse,Semi Finished,Maadi,Suez,126 sqm,3,4,"9,611,300 EGP",27276.741245833153,https://example.com/property/924
Property 925,Villa,Unknown,Giza,Cairo,454 sqm,2,3,"2,327,290 EGP",25443.967553499373,https://example.com/property/925
Property 926,Villa,Unknown,Cairo,Cairo,399 sqm,3,2,"7,315,041 EGP",37592.947715905495,https://example.com/property/926
Property 927,Apartment,Unknown,Giza,Giza,84 sqm,2,1,"6,811,223 EGP",34097.644394457704,https://example.com/property/927
Property 928,Villa,Fully Finished,Giza,Suez,494 sqm,5,3,"3,762,089 EGP",14289.873339833843,https://example.com/property/928
Property 929,Villa,Semi Finished,Giza,Cairo,172 sqm,3,2,"681,442 EGP",30326.75225375853,https://example.com/property/929
Property 930,Townhouse,Fully Finished,New Cairo,Suez,94 sqm,3,1,"7,053,016 EGP",39419.13553332991,https://example.com/property/930
Property 931,Townhouse,Fully Finished,Maadi,Suez,423 sqm,3,1,"9,482,201 EGP",49682.99058365425,https://example.com/property/931
Property 932,Townhouse,Unknown,Sheikh Zayed,North Coast,368 sqm,2,4,"6,505,141 EGP",35165.873358812765,https://example.com/property/932
Property 933,Townhouse,Fully Finished,Sheikh Zayed,Giza,327 sqm,4,3,"4,635,280 EGP",24811.72265765271,https://example.com/property/933
Property 934,Townhouse,Fully Finished,New Cairo,Giza,120 sqm,5,1,"5,488,961 EGP",19046.06399208474,https://example.com/property/934
Property 935,Townhouse,Unknown,Giza,Giza,265 sqm,3,2,"2,396,473 EGP",44913.20936613281,https://example.com/property/935
Property 936,Villa,Fully Finished,New Cairo,North Coast,401 sqm,4,1,"7,630,169 EGP",42582.608484540106,https://example.com/property/936
Property 937,Townhouse,Unknown,New Cairo,North Coast,186 sqm,5,1,"7,590,988 EGP",19356.912831175396,https://example.com/property/937
Property 938,Townhouse,Unknown,Cairo,Giza,190 sqm,5,4,"1,882,414 EGP",18025.28360586294,https://example.com/property/938
Property 939,Apartment,Unknown,Maadi,North Coast,51 sqm,3,4,"8,840,794 EGP",38605.47107244702,https://example.com/property/939
Property 940,Villa,Unknown,Sheikh Zayed,North Coast,128 sqm,3,2,"3,057,302 EGP",22598.08247675038,https://example.com/property/940
Property 941,Villa,Fully Finished,Giza,North Coast,443 sqm,2,4,"9,831,432 EGP",22255.95193447831,https://example.com/property/941
Property 942,Villa,Unknown,Sheikh Zayed,Giza,248 sqm,4,1,"4,137,578 EGP",16091.60988270621,https://example.com/property/942
Property 943,Townhouse,Unknown,Sheikh Zayed,Giza,492 sqm,4,1,"2,189,898 EGP",20559.020788393194,https://example.com/property/943
Property 944,Townhouse,Fully Finished,Maadi,Giza,228 sqm,3,4,"3,841,341 EGP",27100.302303705983,https://example.com/property/944
Property 945,Townhouse,Fully Finished,Sheikh Zayed,North Coast,371 sqm,5,1,"4,681,713 EGP",39313.53349089662,https://example.com/property/945
Property 946,Apartment,Semi Finished,Sheikh Zayed,Giza,176 sqm,3,1,"1,158,423 EGP",23452.32377654999,https://example.com/property/946
Property 947,Townhouse,Fully Finished,New Cairo,North Coast,213 sqm,5,2,"5,993,074 EGP",23144.17357919371,https://example.com/property/947
Property 948,Apartment,Fully Finished,Maadi,Cairo,135 sqm,5,4,"6,177,508 EGP",21396.530102097433,https://example.com/property/948
Property 949,Villa,Semi Finished,Cairo,North Coast,206 sqm,3,1,"7,519,839 EGP",29131.34670044172,https://example.com/property/949
Property 950,Townhouse,Fully Finished,Giza,Suez,296 sqm,1,4,"777,113 EGP",17225.46791765261,https://example.com/property/950
Property 951,Apartment,Fully Finished,Sheikh Zayed,Giza,496 sqm,4,2,"5,641,763 EGP",29425.229361285023,https://example.com/property/951
Property 952,Apartment,Fully Finished,Giza,Giza,348 sqm,5,4,"1,002,620 EGP",38167.022247787594,https://example.com/property/952
Property 953,Townhouse,Fully Finished,Cairo,Suez,139 sqm,5,1,"7,160,870 EGP",11191.620161304887,https://example.com/property/953
Property 954,Villa,Semi Finished,Giza,North Coast,70 sqm,1,4,"1,029,415 EGP",10391.175212230475,https://example.com/property/954
Property 955,Villa,Fully Finished,Cairo,Cairo,106 sqm,2,1,"9,161,414 EGP",13004.91640618037,https://example.com/property/955
Property 956,Villa,Fully Finished,New Cairo,Suez,303 sqm,1,1,"7,169,784 EGP",31426.402469124485,https://example.com/property/956
Property 957,Apartment,Semi Finished,Sheikh Zayed,Suez,394 sqm,1,1,"5,320,202 EGP",44178.20332741614,https://example.com/property/957
Property 958,Apartment,Unknown,Cairo,North Coast,473 sqm,5,2,"4,694,287 EGP",10195.378640810077,https://example.com/property/958
Property 959,Apartment,Semi Finished,Giza,Giza,57 sqm,4,4,"1,741,389 EGP",47466.45218338724,https://example.com/property/959
Property 960,Apartment,Unknown,Sheikh Zayed,North Coast,285 sqm,1,2,"3,264,494 EGP",14251.140462821433,https://example.com/property/960
Property 961,Villa,Semi Finished,New Cairo,Suez,261 sqm,2,4,"8,755,111 EGP",43679.34112232905,https://example.com/property/961
Property 962,Townhouse,Semi Finished,Sheikh Zayed,Suez,345 sqm,3,2,"9,092,301 EGP",29314.19059931787,https://example.com/property/962
Property 963,Apartment,Fully Finished,Cairo,Giza,301 sqm,1,3,"507,103 EGP",36374.29549115376,https://example.com/property/963
Property 964,Apartment,Unknown,New Cairo,Giza,359 sqm,1,1,"6,144,295 EGP",30427.319377887296,https://example.com/property/964
Property 965,Villa,Fully Finished,Giza,Giza,346 sqm,2,1,"7,333,355 EGP",29081.929007174185,https://example.com/property/965
Property 966,Townhouse,Unknown,New Cairo,North Coast,102 sqm,4,2,"6,378,096 EGP",43395.97713457566,https://example.com/property/966
Property 967,Townhouse,Semi Finished,New Cairo,Giza,409 sqm,1,3,"1,275,957 EGP",40235.455182712656,https://example.com/property/967
Property 968,Villa,Semi Finished,Maadi,Suez,105 sqm,1,1,"2,568,386 EGP",29336.089460920168,https://example.com/property/968
Property 969,Villa,Unknown,New Cairo,Suez,364 sqm,4,4,"2,878,232 EGP",14465.437175842464,https://example.com/property/969
Property 970,Townhouse,Fully Finished,New Cairo,Cairo,237 sqm,2,2,"8,401,383 EGP",14616.118372576326,https://example.com/property/970
Property 971,Apartment,Fully Finished,Sheikh Zayed,North Coast,281 sqm,1,1,"4,900,394 EGP",42061.57842876302,https://example.com/property/971
Property 972,Townhouse,Fully Finished,Giza,Cairo,456 sqm,4,1,"5,124,868 EGP",31175.62485390134,https://example.com/property/972
Property 973,Villa,Fully Finished,Sheikh Zayed,Suez,450 sqm,1,2,"9,381,483 EGP",29263.565608774505,https://example.com/property/973
Property 974,Apartment,Semi Finished,Sheikh Zayed,Cairo,418 sqm,3,2,"6,552,315 EGP",37222.6736544286,https://example.com/property/974
Property 975,Apartment,Semi Finished,Cairo,Suez,279 sqm,5,4,"9,037,343 EGP",44353.66333657041,https://example.com/property/975
Property 976,Villa,Semi Finished,Sheikh Zayed,Cairo,381 sqm,3,4,"4,836,834 EGP",35154.92577653221,https://example.com/property/976
Property 977,Villa,Semi Finished,Maadi,Giza,280 sqm,1,1,"1,919,644 EGP",40513.91609385917,https://example.com/property/977
Property 978,Villa,Semi Finished,Maadi,Cairo,441 sqm,2,1,"9,334,388 EGP",40610.82096467828,https://example.com/property/978
Property 979,Townhouse,Fully Finished,Cairo,Giza,231 sqm,5,2,"4,857,698 EGP",24250.457951718363,https://example.com/property/979
Property 980,Townhouse,Fully Finished,Giza,Giza,486 sqm,3,1,"2,225,498 EGP",20963.327825639826,https://example.com/property/980
Property 981,Apartment,Fully Finished,Giza,North Coast,469 sqm,4,1,"3,372,759 EGP",42046.56268700634,https://example.com/property/981
Property 982,Villa,Fully Finished,Sheikh Zayed,Giza,383 sqm,2,2,"982,624 EGP",25087.151671369742,https://example.com/property/982
Property 983,Apartment,Semi Finished,Sheikh Zayed,Giza,175 sqm,3,1,"4,948,855 EGP",46133.44026090821,https://example.com/property/983
Property 984,Apartment,Semi Finished,Sheikh Zayed,Cairo,109 sqm,4,1,"8,604,717 EGP",12787.627869204785,https://example.com/property/984
Property 985,Apartment,Semi Finished,Giza,Suez,434 sqm,1,3,"9,369,014 EGP",12328.700483013587,https://example.com/property/985
Property 986,Apartment,Unknown,New Cairo,North Coast,124 sqm,4,4,"9,359,720 EGP",47080.166404056334,https://example.com/property/986
Property 987,Villa,Fully Finished,Maadi,Giza,434 sqm,3,2,"1,689,685 EGP",35938.19656725739,https://example.com/property/987
Property 988,Apartment,Fully Finished,New Cairo,North Coast,270 sqm,3,3,"4,129,511 EGP",25183.974257933292,https://example.com/property/988
Property 989,Villa,Semi Finished,New Cairo,Cairo,232 sqm,1,4,"768,173 EGP",40202.41659264731,https://example.com/property/989
Property 990,Villa,Fully Finished,Giza,Giza,456 sqm,4,4,"8,624,070 EGP",36893.07239974565,https://example.com/property/990
Property 991,Townhouse,Fully Finished,New Cairo,Cairo,321 sqm,4,4,"3,908,179 EGP",31248.041872783848,https://example.com/property/991
Property 992,Villa,Semi Finished,Cairo,North Coast,309 sqm,1,3,"6,495,611 EGP",13954.933706506054,https://example.com/property/992
Property 993,Townhouse,Unknown,Sheikh Zayed,Cairo,301 sqm,4,3,"7,291,535 EGP",42487.183491710064,https://example.com/property/993
Property 994,Villa,Unknown,Cairo,North Coast,217 sqm,1,4,"4,583,524 EGP",44640.92762722499,https://example.com/property/994
Property 995,Villa,Unknown,Maadi,Cairo,403 sqm,2,1,"3,411,202 EGP",16886.747542105964,https://example.com/property/995
Property 996,Villa,Semi Finished,Sheikh Zayed,North Coast,163 sqm,3,1,"9,641,022 EGP",44020.46607908267,https://example.com/property/996
Property 997,Townhouse,Fully Finished,New Cairo,Suez,472 sqm,2,3,"9,662,638 EGP",45113.89244066257,https://example.com/property/997
Property 998,Townhouse,Semi Finished,Maadi,Cairo,452 sqm,5,3,"3,249,645 EGP",31977.144491540643,https://example.com/property/998
Property 999,Apartment,Semi Finished,Sheikh Zayed,Cairo,201 sqm,5,3,"5,056,438 EGP",36247.161448907485,https://example.com/property/999
